	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated
chr8_30242016_30429773_RBPMS	7308	2675	18215	4084	3437	3688	6624	2809	6467	12709	6852	10790	3950	3923	2117	4028	1760	5896
chr8_30435834_30515753_GTF2E2	213	1948	1343	1292	1594	889	1733	1054	1889	1771	1053	800	590	2028	1490	955	1179	1172
chr8_30496096_30503581_SMIM18	0	5	7	5	9	11	0	9	5	7	6	3	8	6	2	2	7	14
chr8_30535577_30585516_GSR	377	2384	1925	1648	1122	2043	1454	331	1410	1303	1710	705	3416	33	264	338	330	415
chr8_30601680_30624522_UBXN8	479	527	218	119	449	310	314	93	235	78	310	11	86	313	342	166	397	400
chr8_30643131_30670334_PPP2CB	3133	7770	4742	4979	4033	2362	4385	8153	4047	4137	3230	7055	10688	5188	3662	4284	5744	589
chr8_30689059_30770524_TEX15	7	0	2	0	5	0	0	0	0	4	0	31	12	0	2	4	1	6
chr8_30853317_30890872_PURG	10	2	6	15	6	8	5	0	33	2	3	2	43	9	0	2	2	6
chr8_30891325_31033654_WRN	2109	1762	1563	652	1589	291	516	2957	518	1637	1028	1960	1241	781	1858	77	1258	833
chr8_31496760_32631564_NRG1	2297	6024	1250	2253	2428	22500	3471	11319	14052	10298	2298	12120	1929	3556	2963	2297	8184	4370
chr8_31883251_31996993_NRG1-IT1	0	2	0	0	0	0	3	1	0	2	4	0	0	0	2	0	0	4
chr8_32298261_32300241_NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_33228341_33330664_FUT10	403	72	228	296	324	92	382	584	202	157	164	126	273	299	12	316	302	75
chr8_33342699_33358780_MAK16	762	2285	1233	1277	1365	1432	829	2616	1687	1893	4225	1060	261	2779	1397	1038	1531	1772
chr8_33355982_33370703_TTI2	724	1471	870	1251	1753	1619	2930	2367	2173	1208	842	4971	1395	1658	1624	969	3199	1156
chr8_33370992_33371096_SNORD13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chr8_33405271_33424646_RNF122	146	24	236	214	47	77	124	39	210	6	297	315	454	271	221	642	326	101
chr8_33448847_33457624_DUSP26	23	8	14	4	0	18	0	10	18	41	9	80	4	4	2	13	50	8
chr8_34641438_34722316_LINC01288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_35092992_35654068_UNC5D	2372	1824	2607	1079	1567	940	1108	1461	2315	1452	2150	1478	1809	1625	1453	1769	1696	1600
chr8_35529680_35567838_LOC101929550	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_36641891_36793643_KCNU1	0	83	6	0	2	16	0	17	0	0	21	1	108	13	29	70	0	37
chr8_37263981_37378904_LINC01605	385	349	220	1241	220	314	808	451	739	466	137	460	201	261	251	37	370	266
chr8_37553299_37557537_ZNF703	5374	758	1382	1600	2836	1444	3427	4814	3767	2332	2696	1108	3831	2468	4630	255	3115	2486
chr8_37575096_37591011_LOC101929622	2	0	0	2	0	1	0	0	2	0	2	0	0	1	0	2	0	2
chr8_37592278_37594944_LOC102723701	52	123	129	159	54	66	96	63	8	123	287	92	122	47	45	64	203	97
chr8_37594151_37615940_ERLIN2	1197	2025	3453	1690	1786	2127	6232	4139	2345	1981	3187	2577	4460	2071	3650	2833	3884	3043
chr8_37604071_37605564_LOC728024	80	31	7	18	42	33	33	24	18	9	82	88	54	138	16	36	28	28
chr8_37620063_37637286_PLPBP	993	1332	2393	1981	1473	694	1136	1666	1206	1039	1146	1127	2232	1304	747	686	1464	85
chr8_37654400_37702414_ADGRA2	13980	3434	12041	30235	13582	18268	8634	32808	17024	5934	16459	21443	12297	4704	968	11512	6137	12517
chr8_37700785_37707379_BRF2	1085	4786	148	4056	4047	3136	1347	1154	2748	3213	3093	3431	2656	1239	3448	2160	2043	1217
chr8_37716135_37757015_RAB11FIP1	98	226	247	514	27	214	97	502	1004	1770	343	576	275	753	486	150	266	330
chr8_37791798_37797642_GOT1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_37820507_37824117_ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_37888051_37917883_EIF4EBP1	1000	270	4778	507	3563	721	247	4459	3208	3553	227	4359	4081	272	4821	2292	5426	2424
chr8_37963010_37997598_ASH2L	3674	5333	2458	1678	2168	3186	1444	4035	3254	2091	2605	1348	2644	2017	2366	173	1761	2377
chr8_38000217_38008470_STAR	6	9	9	25	14	9	13	4	81	46	12	151	30	90	58	29	12	46
chr8_38020838_38034248_LSM1	2234	2321	1211	278	913	1141	1803	1459	2216	1103	1846	1431	5543	1718	1220	4362	2306	1700
chr8_38034372_38070819_BAG4	1047	620	502	347	631	274	593	778	751	1057	709	572	1704	609	885	1069	872	716
chr8_38089008_38120354_DDHD2	450	476	1280	621	1531	3072	1387	1248	1292	1076	2107	2093	1536	700	108	354	2305	1249
chr8_38120647_38126750_PLPP5	92	1820	1090	1413	1222	958	1203	680	840	855	1083	983	777	466	643	1795	1108	1104
chr8_38127221_38239790_NSD3	2070	1356	4427	4057	4075	2872	2103	1113	4906	1397	189	1719	3537	2306	2470	3240	2770	3129
chr8_38243958_38267045_LETM2	1011	142	67	1294	1810	269	101	1453	593	688	1052	849	812	113	215	113	1449	90
chr8_38268655_38326352_FGFR1	38969	10916	12284	14095	33534	11260	37739	11391	6487	19293	8344	19907	19060	41920	22152	3085	11717	22425
chr8_38368351_38386180_C8orf86	4	4	58	74	7	59	61	0	5	83	69	1	127	125	0	7	0	2
chr8_38457690_38458775_RNF5P1	0	8	3	1	0	1	3	1	6	1	2	6	13	2	7	0	11	1
chr8_38586099_38710546_TACC1	5401	4245	6044	4419	4822	6625	3505	8044	663	6837	10195	2537	5438	6492	7337	3265	4148	3581
chr8_38758863_38831431_PLEKHA2	1299	363	423	827	1859	864	142	1045	1958	713	859	1138	448	468	1587	1345	286	1132
chr8_38831746_38846182_HTRA4	23	2	16	4	0	1	3	0	28	3	2	12	61	34	0	6	25	127
chr8_38846326_38854028_TM2D2	1570	1128	981	768	666	1467	2519	1434	1873	787	1366	142	2014	1948	737	1949	1305	1945
chr8_38854491_38962780_ADAM9	21597	14789	1712	7629	15511	13618	12920	32902	20900	9819	21707	11522	15959	10961	28757	6847	24729	18130
chr8_38876134_38876204_SNORD38D	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
chr8_38965047_39142436_ADAM32	330	211	733	124	148	115	18	71	156	90	167	198	121	151	277	140	107	135
chr8_39172181_39274745_ADAM5	0	29	0	27	0	0	10	0	18	2	9	13	1	0	0	4	15	0
chr8_39308563_39380508_ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
chr8_39420630_39437653_LOC100130964	0	2	0	4	0	0	13	0	0	0	0	0	4	5	0	0	0	0
chr8_39442086_39587584_ADAM18	0	0	22	4	3	0	5	0	0	14	2	0	0	3	8	0	0	0
chr8_39601253_39695746_ADAM2	0	0	1	0	23	0	6	0	1	2	0	0	0	0	0	14	4	1
chr8_39771409_39786309_IDO1	0	2	0	0	2	4	6	1	4	6	5	2	0	0	2	0	2	0
chr8_39792473_39873910_IDO2	0	0	11	0	0	2	0	5	0	3	4	8	6	0	2	0	0	15
chr8_40011000_40012829_TCIM	505	4017	57	5642	316	174	83	3335	9885	27	7953	32	602	114	258	87	87	3976
chr8_40190691_40200882_SIRLNT	0	0	16	0	7	3	2	0	0	0	7	11	0	0	10	12	0	0
chr8_40388108_40755345_ZMAT4	107	13	62	441	268	2	305	14	674	313	12	11	264	40	363	15	68	31
chr8_41119480_41166992_SFRP1	902	715	32	30	17	37	4922	2091	70	1252	471	15149	219	211	51	133	60	1143
chr8_41128566_41128662_MIR548AO	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
chr8_41284173_41284246_SNORD65B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_41347914_41368499_GOLGA7	2628	2873	1961	3115	1904	2247	245	3897	1634	3491	5579	1026	4339	2434	3092	2435	2694	1811
chr8_41386779_41402549_GINS4	125	404	748	673	581	504	696	2127	313	662	789	649	1526	978	1364	774	1071	197
chr8_41391823_41435887_LOC102723729	1091	2319	399	771	668	1100	154	864	332	794	231	1659	734	1383	818	589	1446	499
chr8_41435718_41482520_GPAT4	8953	6231	1274	4083	6189	572	2989	1496	1338	860	4894	3422	779	7137	449	98	4298	1308
chr8_41502695_41508336_NKX6-3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr8_41510743_41754259_ANK1	933	146	959	177	94	161	211	1536	389	191	86	337	153	254	986	108	188	213
chr8_41517958_41518026_MIR486-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_41517961_41518025_MIR486-2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr8_41786996_41909505_KAT6A	2784	528	4150	3815	4437	6751	13317	2549	4389	3787	2750	3766	2647	6258	2230	5116	6551	2187
chr8_41909267_41962505_LOC105379393	39	99	57	48	37	89	28	135	25	37	44	58	31	3	72	41	22	14
chr8_42010463_42028701_AP3M2	1155	1127	401	2370	1082	163	92	261	18	83	333	966	1428	593	759	721	978	1643
chr8_42032235_42065083_PLAT	2751	1428	939	741	706	440	838	5722	732	1941	1841	1541	1994	2537	2794	258	1034	998
chr8_42112837_42128479_LOC101929897	2	12	0	12	5	0	0	0	4	2	10	3	9	3	5	4	1	1
chr8_42128819_42190171_IKBKB	2502	2031	1315	2707	2669	1497	5883	1702	1779	1748	2434	3790	1920	1768	2820	4277	2011	2672
chr8_42196011_42229326_POLB	431	240	346	885	860	280	206	362	444	425	411	385	648	507	836	769	27	344
chr8_42231580_42234747_DKK4	5	29	0	24	0	0	0	0	10	0	0	22	10	0	39	1	0	2
chr8_42249278_42263455_VDAC3	2536	2598	329	681	1065	2694	387	575	3083	2329	3280	3651	1840	56	1101	1406	4118	1069
chr8_42273979_42397097_SLC20A2	5779	3613	7715	3249	5462	8746	3866	991	3947	9032	4611	5987	3325	7560	6341	6265	13536	12442
chr8_42396290_42410338_SMIM19	663	512	1778	965	119	1335	666	947	588	883	754	447	405	1054	927	1458	678	938
chr8_42552508_42592550_CHRNB3	9	1	2	0	3	2	3	1	18	9	1	7	0	4	0	36	17	8
chr8_42607762_42623929_CHRNA6	0	15	0	0	0	0	0	18	6	0	0	0	0	0	17	0	6	6
chr8_42691816_42698474_THAP1	800	2228	944	313	548	2180	418	913	1049	2870	422	1461	366	368	1450	197	418	585
chr8_42704779_42751866_RNF170	1046	1492	1014	1182	1099	793	1887	27	741	1352	867	1113	240	481	233	487	1643	1203
chr8_42751339_42751418_MIR4469	15	20	14	14	20	14	9	20	25	5	12	4	0	15	3	14	10	17
chr8_42752120_42885678_HOOK3	4263	2882	3591	1767	420	2587	3807	5140	7338	4873	2286	4087	2435	3890	2003	5488	5646	4008
chr8_42911441_42940931_FNTA	1669	2109	2088	14427	2219	6553	1494	2650	1750	3125	3667	9209	6531	4334	8983	1874	2321	663
chr8_42948648_42978577_POMK	20	166	79	45	22	142	67	215	115	97	161	31	146	27	147	90	149	49
chr8_42995606_43057998_HGSNAT	948	1885	4478	686	3656	4816	1509	4762	3461	3519	3460	3690	5491	1155	845	7405	2414	215
chr8_43147584_43218328_POTEA	1	1	0	0	1	5	0	0	1	2	3	1	0	1	1	3	3	4
chr8_47490834_47529265_ASNSP1	0	0	5	12	3	0	34	1	0	4	6	10	9	6	54	19	5	3
chr8_47752507_47767407_LINC00293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_48100929_48104885_LOC100287846	19	40	4	96	12	50	53	43	53	58	51	38	14	39	7	84	83	25
chr8_48173469_48648868_SPIDR	5778	1968	3051	8338	2048	4429	2296	5537	928	2418	2125	2429	2993	2994	5212	2255	1886	4684
chr8_48649474_48650726_CEBPD	1771	3596	4011	5909	20093	6357	15483	3332	4289	1036	2263	2235	10979	1424	11452	2964	8047	1905
chr8_48685671_48872696_PRKDC	8138	11990	821	5627	2510	11360	16321	4568	10812	4115	17714	7870	8965	13187	13905	19636	10365	16362
chr8_48873500_48890720_MCM4	1285	107	3005	2663	6311	3503	3590	4396	710	5769	462	3082	1245	6575	3614	2189	742	3774
chr8_48920990_48977268_UBE2V2	1857	2638	3091	4975	3581	2497	8128	2805	2398	1955	3736	2737	5206	3866	2068	6728	5947	8141
chr8_49464126_49611069_LOC101929268	188	64	3623	101	147	92	84	633	62	1543	1179	95	42	96	81	175	1156	99
chr8_49532962_49536455_LOC101929217	19	8	3	13	3	11	2	6	19	5	3	8	6	1	2	0	0	8
chr8_49623347_49647870_EFCAB1	2	18	6	14	14	17	0	6	32	107	0	14	10	6	42	22	2	27
chr8_49830156_49833988_SNAI2	2537	7313	7593	5638	3390	9943	18771	3733	2424	5389	32239	2638	13688	5532	859	8425	5258	9590
chr8_49966894_49988652_PPDPFL	0	0	14	4	17	0	0	0	0	0	0	8	10	0	0	0	0	6
chr8_50409321_50424739_LOC100507464	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr8_50822355_51709252_SNTG1	14	45	39	34	5	7	29	6	63	0	30	9	0	24	4	32	4	3
chr8_52232136_52722005_PXDNL	120	39	41	283	71	56	11	24	69	207	158	16	43	7	27	57	57	50
chr8_52730134_52811746_PCMTD1	842	2535	41	793	2225	2100	324	189	2007	1007	2364	3928	2603	307	262	2751	2471	80
chr8_53023391_53322439_ST18	277	0	174	0	3	2	12	0	24	62	171	51	0	2	0	1	25	2
chr8_53106921_53112112_LOC101929341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_53446596_53477990_ALKAL1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr8_53535017_53627026_RB1CC1	9643	2665	404	1397	6845	8177	4648	7835	8052	5416	5246	5906	2929	4323	2569	4506	7509	3259
chr8_53852467_53856294_NPBWR1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
chr8_54138275_54164257_OPRK1	1	2	0	0	0	0	2	0	0	0	0	0	2	0	2	2	2	0
chr8_54424338_54436525_LOC100507516	291	270	393	251	602	287	289	601	102	160	121	182	182	149	108	19	202	351
chr8_54628102_54755871_ATP6V1H	5345	8748	4203	2537	2428	3645	2292	2075	2522	4248	8185	2669	6387	3256	1904	2987	2798	9600
chr8_54764354_54871864_RGS20	225	106	162	3122	106	1673	221	854	834	113	1294	1203	93	133	56	3974	1760	1901
chr8_54879115_54935008_TCEA1	702	6748	7981	10962	3217	5518	9146	11721	10186	11054	12229	10988	6285	13098	5129	7417	11294	14600
chr8_54958926_55014577_LYPLA1	312	1387	1235	157	634	2271	1312	172	1861	145	1905	390	2862	73	2528	1882	470	1841
chr8_55047800_55061074_MRPL15	861	71	738	1416	626	1579	573	1007	1293	441	1306	836	1458	1079	1318	217	980	1683
chr8_55243245_55243455_RNU105C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_55370494_55373452_SOX17	2	0	0	0	0	2	0	4	0	4	2	0	10	0	0	0	12	0
chr8_55528655_55543394_RP1	0	1	0	0	0	0	0	7	0	0	17	78	0	0	8	0	0	2
chr8_56014587_56454613_XKR4	6	1	8	2	0	0	2	0	2	0	3	27	9	4	4	2	0	0
chr8_56361756_56367881_SBF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_56429745_56433537_LOC105375843	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_56651316_56685937_TMEM68	506	535	342	209	370	567	610	392	654	885	773	468	1516	187	363	446	530	449
chr8_56686004_56739004_TGS1	1215	992	1157	1491	2412	2242	3692	1515	984	1807	828	3861	705	1935	1743	231	993	793
chr8_56792393_56926728_LYN	151	176	356	288	274	815	581	203	56	130	208	1269	107	20	93	139	279	349
chr8_56815281_56815414_SNORA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_56979853_56987140_RPS20	7506	17064	10576	9957	7188	13803	13394	13745	12808	8439	1048	7312	5918	6000	11308	2334	13846	7452
chr8_56986397_56986460_SNORD54	4	12	27	19	25	13	21	13	25	12	5	15	0	24	11	2	3	2
chr8_56987150_56987833_CERNA3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr8_57025500_57026541_MOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_57073467_57123832_PLAG1	749	1051	687	299	518	383	318	779	597	499	250	506	114	414	1158	589	118	404
chr8_57124196_57131368_CHCHD7	689	445	733	104	324	741	453	390	491	1785	940	502	1772	290	457	497	700	309
chr8_57212206_57233335_SDR16C5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
chr8_57287276_57303269_SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
chr8_57353515_57359200_PENK	4850	100	403	285	241	3876	14	151	624	180	99	518	209	72	71	274	164	124
chr8_57358365_57464626_LOC101929415	604	888	1694	657	921	1630	2513	862	1676	4123	1134	1784	2399	1978	3785	2727	3366	501
chr8_57430876_57472382_LINC00968	535	2024	647	2699	1198	229	1248	1209	550	2223	792	636	1318	1740	591	386	517	3116
chr8_57870489_57906426_IMPAD1	5567	1904	2007	3235	6171	269	5611	4217	6516	5468	8482	1482	9522	6661	12877	5909	2462	10652
chr8_58130834_58145513_LINC01606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_58173784_58179170_LOC286177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_58192101_58197290_LINC00588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_58256345_58277416_LOC101929488	0	0	0	0	0	0	0	0	4	0	0	0	4	0	6	0	0	0
chr8_58658707_58662756_LOC286178	2	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
chr8_58890916_58896685_LINC01602	113	0	4	0	50	17	34	16	0	0	0	0	5	0	2	0	0	4
chr8_58907081_59062267_FAM110B	10845	1680	21166	10517	14412	925	1266	1457	20584	1530	1005	5364	8836	1116	2788	10987	1241	1140
chr8_59168329_59184660_LOC101929528	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
chr8_59323822_59364060_UBXN2B	309	671	63	346	726	860	828	835	843	1033	964	1546	1134	2218	695	1002	655	533
chr8_59402736_59412722_CYP7A1	8	2	16	0	0	0	8	1	2	3	6	13	8	0	13	2	0	0
chr8_59465482_59495419_SDCBP	5439	12238	12203	6714	12002	23343	10022	19457	8445	7297	7802	6992	6923	2845	7287	26128	13513	9018
chr8_59496062_59572412_NSMAF	4430	3244	10974	3889	2260	2207	4664	4257	3253	4568	2098	3452	3555	3006	3549	2324	3080	434
chr8_59717970_60031706_TOX	108	1102	752	880	103	252	163	156	1552	71	584	142	211	352	61	78	134	44
chr8_60031768_60036037_LOC100505501	44	55	47	117	24	25	271	13	26	96	22	122	44	26	51	25	34	32
chr8_61097970_61193959_CA8	0	0	27	8	18	9	0	0	2	0	2	0	0	0	2	2	19	14
chr8_61314729_61326377_LINC01301	16	14	14	10	48	9	9	23	37	31	42	36	26	2	23	26	21	19
chr8_61429468_61536203_RAB2A	11807	6836	6928	5579	7196	6604	9913	11324	8230	6364	2979	7249	9203	8159	3976	3935	475	6969
chr8_61591298_61780587_CHD7	200	1752	155	160	38	234	2456	661	127	805	138	727	112	137	153	382	72	153
chr8_61878679_61880307_LOC100130298	4	0	0	0	2	0	0	0	0	0	1	0	2	0	1	2	0	0
chr8_62200528_62414188_CLVS1	1756	704	799	970	994	1222	1043	1084	1790	77	960	722	863	306	1526	444	882	744
chr8_62413114_62627199_ASPH	32860	16096	1503	14156	39049	19982	20562	20353	16294	28501	18932	23886	15879	23218	25952	10798	6143	17593
chr8_62627346_62627418_MIR4470	1	1	2	3	0	0	0	0	2	1	2	3	2	5	2	3	0	0
chr8_62802397_62806765_LINC02155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_63161412_63912211_NKAIN3	25	8	3	3	6	12	2	7	7	7	54	11	9	1	20	9	9	8
chr8_63890419_63897460_NKAIN3-IT1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
chr8_63927637_63951365_GGH	2928	2517	755	1176	1149	313	784	1604	553	1820	143	2022	1097	1842	992	2931	658	701
chr8_63972046_63998612_TTPA	6	24	4	4	8	12	16	3	33	10	4	5	20	11	13	47	171	9
chr8_64080283_64081001_YTHDF3-AS1	14	30	35	67	13	5	24	12	21	39	7	3	4	41	68	9	7	9
chr8_64081111_64125346_YTHDF3	4539	13949	15658	10556	4187	6066	3675	6614	8370	15762	8346	4211	5127	4673	3144	19436	8175	999
chr8_64378406_64388040_LOC102724612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_64681987_64698058_LINC01289	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	1	3	2
chr8_64769499_65281115_LINC01414	2	7	3	2	6	2	1	0	1	1	4	5	1	1	3	0	0	1
chr8_65285774_65300061_MIR124-2HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_65291705_65291814_MIR124-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_65486864_65494449_LOC401463	0	56	0	343	2	4	19	2	4	0	1120	14	121	134	135	193	30	3
chr8_65492921_65496184_BHLHE22	6	17	278	12	7	83	0	0	4	0	25	4	10	27	0	81	19	22
chr8_65499131_65711294_CYP7B1	10578	483	11631	34391	470	7397	452	410	166	437	943	10874	3085	117	279	18806	1294	7861
chr8_66073379_66092575_LINC00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_66439242_66474901_LINC01299	1	0	0	2	0	0	0	0	0	0	0	0	6	0	0	2	0	0
chr8_66514690_66546452_ARMC1	1934	1124	652	571	1043	2652	1651	1468	155	1411	1139	2665	1195	1347	1847	1510	2580	2412
chr8_66556887_66622798_MTFR1	1005	146	1677	1165	1449	212	122	1148	629	216	699	112	1034	562	534	18	381	924
chr8_66626568_66754299_PDE7A	839	1224	593	623	549	702	638	905	728	298	291	218	56	477	328	960	262	210
chr8_66927212_67013480_DNAJC5B	9	12	4	14	6	6	15	27	13	2	17	0	0	2	7	4	20	27
chr8_67025601_67025694_TRY-GTA5-1	0	6	0	0	10	3	9	0	0	1	0	4	3	0	4	8	12	0
chr8_67026222_67026311_TRY-GTA5-2	0	1	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0
chr8_67026423_67026496_TRA-AGC8-2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
chr8_67039363_67087720_TRIM55	346	10	443	167	306	2	540	0	89	281	454	5	1287	111	836	185	79	9
chr8_67088610_67090699_CRH	0	2	6	0	0	14	0	0	6	2	0	0	4	9	2	6	18	3
chr8_67104348_67109554_LINC00967	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	7
chr8_67331821_67341212_RRS1-AS1	12	0	5	7	18	2	1	8	20	2	3	6	11	2	5	29	2	21
chr8_67341248_67342968_RRS1	1144	1310	196	502	1303	299	577	826	885	658	81	1434	881	768	565	1240	989	807
chr8_67344738_67381142_ADHFE1	276	446	139	178	263	121	354	122	381	139	370	22	456	150	135	91	140	122
chr8_67405800_67430759_VXN	2470	1778	4196	241	88	278	51	4584	1424	3265	31	38	129	47	35	3514	6087	25
chr8_67474409_67525453_MYBL1	5994	1286	2647	4661	1772	1482	2021	1346	2545	895	4651	3842	2687	3292	344	2741	5419	1939
chr8_67540721_67579466_VCPIP1	5166	510	3649	1968	3826	4386	6061	1478	1575	2488	2321	1324	1209	1687	5316	4104	1869	1876
chr8_67579830_67593766_C8orf44	268	168	160	280	222	123	170	105	10	208	240	184	302	157	438	119	259	244
chr8_67579830_67774257_C8orf44-SGK3	1946	796	4079	774	940	1097	1951	1598	815	809	1072	1334	2319	749	1781	967	1047	844
chr8_67625015_67774257_SGK3	1165	845	134	565	882	1777	588	556	2095	861	664	470	620	898	1232	1266	3604	504
chr8_67679563_67680269_PTTG3P	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_67783005_67834283_MCMDC2	542	448	469	300	485	403	1156	172	434	285	410	653	290	271	312	502	572	221
chr8_67833924_67837776_SNHG6	420	1020	821	1117	1462	750	989	902	519	1842	924	1271	757	1309	1552	1778	1205	1193
chr8_67834708_67834784_SNORD87	17	15	15	10	34	5	0	24	9	10	37	29	4	5	17	1	5	23
chr8_67858735_67874826_TCF24	10	2	3	0	4	1	2	12	0	37	5	1	2	0	9	3	0	2
chr8_67876337_67940789_PPP1R42	9	20	12	22	17	8	20	4	0	15	4	61	8	2	26	8	12	21
chr8_67955313_67974368_COPS5	2160	1840	3473	2325	1345	3110	475	2605	1692	3501	7143	4814	3885	1627	10176	9166	2642	2094
chr8_67976602_68108849_CSPP1	3443	1195	1101	217	818	1690	1816	995	1251	1350	1672	968	2210	4476	934	929	770	3901
chr8_68109892_68256016_ARFGEF1	1910	3414	4808	3538	3247	3467	3797	6939	4687	2301	551	4345	2046	3706	2854	9770	2594	4398
chr8_68256068_68404103_LOC102724708	84	7	54	74	40	24	34	38	37	39	124	29	51	47	57	28	209	42
chr8_68334272_68658595_CPA6	3	7	38	27	23	40	12	53	25	2	3	5	2	11	19	5	6	3
chr8_68864280_69149267_PREX2	38	109	2	51	67	34	16	65	19	65	0	9	97	24	22	6	4	69
chr8_69215702_69243726_C8orf34-AS1	13	2	2	15	2	5	1	1	21	0	2	1	1	7	2	1	3	0
chr8_69242607_69731258_C8orf34	183	55	27	76	27	203	42	32	175	147	44	90	494	100	226	650	151	38
chr8_69824037_70016425_LINC01592	1987	658	246	210	284	952	29	1055	300	859	166	353	914	4118	957	1003	788	897
chr8_70337104_70360479_LINC01603	48	0	2	0	0	8	0	3	12	2	17	5	2	18	17	3	39	2
chr8_70378858_70573147_SULF1	1828	21670	36957	4523	95556	14297	12889	28121	71775	196063	16000	4954	18183	3902	10627	21203	35006	4554
chr8_70579280_70747213_SLCO5A1	345	200	536	201	606	400	759	1141	378	1187	968	3162	282	676	204	410	545	295
chr8_70963885_70983487_PRDM14	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	4	0	0
chr8_71022016_71316452_NCOA2	2761	1779	1949	1957	830	1644	1701	690	2074	134	1862	3016	684	2588	1103	2977	3695	4040
chr8_71383368_71397922_LOC101926892	0	0	2	2	2	0	6	0	0	18	0	0	10	0	4	0	10	0
chr8_71485452_71520651_TRAM1	10973	32910	13860	11632	28566	14790	11385	15671	7560	15053	14567	13084	13813	10452	18408	12927	7623	6346
chr8_71520811_71575514_LACTB2-AS1	3803	3061	2406	289	347	1564	2466	253	334	422	4411	251	409	1383	294	1323	1804	2068
chr8_71549500_71581420_LACTB2	328	3376	313	2248	1028	264	1189	323	140	237	1185	793	228	1762	297	2754	1707	347
chr8_71581573_71648177_XKR9	23	25	28	134	26	39	95	2	7	44	10	28	71	21	12	9	64	25
chr8_72109667_72460329_EYA1	7	17	61	3	11	5	11	6	84	2	11	11	28	0	1	12	79	25
