sampleID,geneID,pValue,padjust,zScore,l2fc,rawcounts,normcounts,meanCorrected,theta,aberrant,AberrantBySample,AberrantByGene,padj_rank,sample_name,TIN_mean,link_bam,chr,start,end,gene
S4_dekker_et_al,chr9_133452736_133454881_LOC100272217,0.752126203571903,1,-0.28,-0.21,22,22.73,26.33,18.22,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chr9,133452736,133454881,LOC100272217
S10_dekker_et_al,chr9_134133464_134151897_FAM78A,0.182818960458653,1,-1.27,-0.37,73,61.58,79.73,53.37,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chr9,134133464,134151897,FAM78A
S2_dekker_et_al,chr9_134365872_134365958_SNORD62B,0.553650622964814,1,-0.5,-0.24,17,13.38,15.89,1000,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chr9,134365872,134365958,SNORD62B
S4_dekker_et_al,chr9_135136742_135230373_SETX,0.0211699018450808,1,-2.32,-0.18,7682,5737.62,6492.1,381.78,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chr9,135136742,135230373,SETX
S4_dekker_et_al,chr9_135957925_135962478_CELP,0.0322326306184322,1,1.77,1.34,36,36.83,13.86,3.6,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chr9,135957925,135962478,CELP
S10_dekker_et_al,chr9_136028334_136039301_GBGT1,0.878472861285787,1,-0.12,-0.07,253,245.26,257.16,25.4,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chr9,136028334,136039301,GBGT1
S8_dekker_et_al,chr9_136228324_136244820_SURF4,0.431905851959571,1,-0.77,-0.05,25591,23820.26,24665.42,536.44,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chr9,136228324,136244820,SURF4
S12_dekker_et_al,chr9_136243236_136271220_STKLD1,0.651314858509908,1,-0.47,-0.14,49,56.69,62.68,78.57,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chr9,136243236,136271220,STKLD1
S2_dekker_et_al,chr9_136336215_136344221_SLC2A6,0.301303581374144,1,-1,-0.21,682,728.38,842.51,62.31,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chr9,136336215,136344221,SLC2A6
S10_dekker_et_al,chr9_137533648_137736689_COL5A1,0.446747400453903,1,-0.74,-0.13,250527,173992.04,190638.57,77.73,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chr9,137533648,137736689,COL5A1
S16_dekker_et_al,chr9_137741454_137741528_MIR3689D1,1,1,0.13,0,0,0,0.06,1000,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chr9,137741454,137741528,MIR3689D1
S18_dekker_et_al,chr9_137741970_137742118_MIR3689B,1,1,-0.04,-0.09,0,0,0.19,1000,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chr9,137741970,137742118,MIR3689B
S16_dekker_et_al,chr9_139414019_139414078_MIR4673,0.648936327178233,1,1.19,0.49,1,1.13,0.25,2.31,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chr9,139414019,139414078,MIR4673
S6_dekker_et_al,chr9_139442293_139444196_NALT1,0.605298092962212,1,0.6,0.22,24,31.71,26.91,15.84,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chr9,139442293,139444196,NALT1
S12_dekker_et_al,chr9_139567594_139581909_AGPAT2,0.369797771108319,1,-0.88,-0.11,2097,2026.74,2189.73,155.1,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chr9,139567594,139581909,AGPAT2
S8_dekker_et_al,chr9_139746797_139755251_MAMDC4,0.995850585227924,1,0.01,-0.01,479,362.13,365.31,58.08,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chr9,139746797,139755251,MAMDC4
S4_dekker_et_al,chr9_139834886_139839190_FBXW5,0.379433727636899,1,-0.87,-0.06,6162,5309.67,5529.49,525.33,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chr9,139834886,139839190,FBXW5
S6_dekker_et_al,chr9_139871955_139876194_PTGDS,0.301279264335858,1,-1.03,-1.95,60,69.22,271.41,1.46,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chr9,139871955,139876194,PTGDS
S12_dekker_et_al,chr9_139942558_139948513_ENTPD2,0.249697832982711,1,-1.29,-1.19,2,1.94,5.67,9.31,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chr9,139942558,139948513,ENTPD2
S6_dekker_et_al,chr9_140119625_140120767_CYSRT1,0.877465361112076,1,-0.14,-0.18,12,16.81,19.24,14.88,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chr9,140119625,140120767,CYSRT1
S8_dekker_et_al,chr9_140144670_140147949_STPG3-AS1,0.74421328956006,1,0.43,0.15,20,22.77,20.42,11.42,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chr9,140144670,140147949,STPG3-AS1
S16_dekker_et_al,chr9_140149778_140167994_NELFB,0.808724519634556,1,0.25,0.01,5368,5215.44,5170.58,882.72,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chr9,140149778,140167994,NELFB
S18_dekker_et_al,chr9_140172177_140177093_TOR4A,0.319249544130398,1,0.95,0.49,1341,1223.38,869.95,5.71,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chr9,140172177,140177093,TOR4A
S12_dekker_et_al,chr9_140513456_140730579_EHMT1,0.0901790561575204,1,1.63,0.09,3949,3642.99,3418.35,848.32,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chr9,140513456,140730579,EHMT1
S4_dekker_et_al,chr9_141107305_141152165_FAM157B,0.633225415469896,1,-0.4,-0.29,330,323.87,394.83,9.66,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chr9,141107305,141152165,FAM157B
S6_dekker_et_al,chrM_576_647_TRNF,0.272410236796562,1,1.06,0.44,320,369.92,271.89,9.87,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrM,576,647,TRNF
S12_dekker_et_al,chrM_3229_3304_TRNL1,0.87009547641229,1,0.21,0.03,3018,2549.9,2498.5,15.82,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrM,3229,3304,TRNL1
S16_dekker_et_al,chrM_4328_4400_TRNQ,0.901629023595251,1,-0.07,-0.14,175,170.79,188.16,7.51,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrM,4328,4400,TRNQ
S14_dekker_et_al,chrX_3756417_3756491_TRI-GAT1-1,1,1,0.01,-0.23,0,0,0.53,0.47,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,3756417,3756491,TRI-GAT1-1
S4_dekker_et_al,chrX_3769032_3800392_FAM239A,0.986802284554934,1,0.1,-0.26,787,1073.09,1285.9,2.09,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chrX,3769032,3800392,FAM239A
S2_dekker_et_al,chrX_10124984_10205700_CLCN4,0.986445154693247,1,0.04,-0.09,105,137.85,147.17,6.46,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,10124984,10205700,CLCN4
S8_dekker_et_al,chrX_11129451_11141206_HCCS,0.124753766024425,1,-1.55,-0.14,1059,1136.95,1250.4,369.67,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrX,11129451,11141206,HCCS
S8_dekker_et_al,chrX_14024844_14048011_GEMIN8,0.771804532814839,1,0.31,0.05,665,756.63,733.2,71.25,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrX,14024844,14048011,GEMIN8
S4_dekker_et_al,chrX_15363712_15509432_PIR-FIGF,0.830853003999228,1,0.27,0.05,166,225.34,217.14,7.04,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chrX,15363712,15509432,PIR-FIGF
S12_dekker_et_al,chrX_15803838_15805712_INE2,0.385370396394833,1,0.91,0.22,85,116.19,99.77,49.71,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,15803838,15805712,INE2
S16_dekker_et_al,chrX_16645134_16645208_MIR548AM,1,1,0.16,0,0,0,0.03,1000,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,16645134,16645208,MIR548AM
S18_dekker_et_al,chrX_19378175_19533379_MAP3K15,0.433064085263405,1,-0.81,-0.13,317,349.27,382.21,121.79,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,19378175,19533379,MAP3K15
S2_dekker_et_al,chrX_20004934_20007897_LOC729609,0.545654873749638,1,-0.88,-1.01,1,1.12,3.39,4.92,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,20004934,20007897,LOC729609
S8_dekker_et_al,chrX_23719171_23761393_ACOT9,0.792929622974329,1,-0.25,-0.02,3687,3688.57,3738.35,482.3,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrX,23719171,23761393,ACOT9
S16_dekker_et_al,chrX_23851469_23926055_APOO,0.394938075245153,1,-0.85,-0.21,3259,3531.82,4092.09,39.96,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,23851469,23926055,APOO
S2_dekker_et_al,chrX_40482817_40483391_MPC1L,1,1,-0.86,-0.67,0,0,0.38,0.87,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,40482817,40483391,MPC1L
S12_dekker_et_al,chrX_43514154_43606071_MAOA,0.953439420225923,1,0,-0.14,36,51.38,56.67,6.21,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,43514154,43606071,MAOA
S8_dekker_et_al,chrX_47077701_47089396_CDK16,0.304901055475175,1,1.03,0.06,7871,7634.22,7299.99,543.4,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrX,47077701,47089396,CDK16
S6_dekker_et_al,chrX_47420498_47431320_ARAF,0.600209812008489,1,0.52,0.03,3484,3047.84,2983.47,703.66,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,47420498,47431320,ARAF
S14_dekker_et_al,chrX_48755194_48760422_PQBP1,0.122919895865708,1,-1.59,-0.13,1006,1280.17,1401.14,432.72,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,48755194,48760422,PQBP1
S6_dekker_et_al,chrX_48818640_48828251_KCND1,0.257890939278048,1,1.12,0.32,270,233.6,187.17,24.52,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,48818640,48828251,KCND1
S16_dekker_et_al,chrX_48928817_48931661_PRAF2,0.844902081487224,1,-0.18,-0.02,3392,2977.08,3026.78,186.51,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,48928817,48931661,PRAF2
S14_dekker_et_al,chrX_48932091_48958059_WDR45,0.546699297135429,1,-0.58,-0.07,3968,3274.26,3427.81,198.23,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,48932091,48958059,WDR45
S16_dekker_et_al,chrX_48970344_48980085_GPKOW,0.47321291661832,1,-0.7,-0.06,1263,1320.27,1378.6,383.59,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,48970344,48980085,GPKOW
S10_dekker_et_al,chrX_54834177_54842448_MAGED2,0.635518454147298,1,0.49,0.03,12355,13318.59,13008.41,404.14,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chrX,54834177,54842448,MAGED2
S16_dekker_et_al,chrX_54946995_54957864_TRO,0.953800081888116,1,-0.03,-0.03,593,850.85,871.03,29.85,FALSE,4,1,9420,S16_dekker_et_al,74.38,,chrX,54946995,54957864,TRO
S18_dekker_et_al,chrX_56755675_56845612_NBDY,0.476188124219197,1,0.73,0.08,916,1090.98,1030.91,174.04,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,56755675,56845612,NBDY
S14_dekker_et_al,chrX_64708614_64727767_ZC3H12B,0.147733791776914,1,-1.51,-0.49,54,57.54,81.06,34.54,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,64708614,64727767,ZC3H12B
S6_dekker_et_al,chrX_67867510_67945684_STARD8,0.386236556313253,1,0.77,0.33,474,416.62,331.61,10.83,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,67867510,67945684,STARD8
S16_dekker_et_al,chrX_70797873_70833433_GCNA,0.939804038882638,1,-0.05,-0.03,245,168.25,171.84,55.07,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,70797873,70833433,GCNA
S2_dekker_et_al,chrX_74376203_74524732_UPRT,0.983208154203842,1,0.06,0,372,467.81,467.02,254.07,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,74376203,74524732,UPRT
S12_dekker_et_al,chrX_76760355_77041702_ATRX,0.495694219081514,1,-0.66,-0.07,6232,5268.42,5537,205.38,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,76760355,77041702,ATRX
S16_dekker_et_al,chrX_84258882_84348321_APOOL,0.21739843429296,1,1.19,0.16,1356,1207.92,1078.86,120.69,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,84258882,84348321,APOOL
S14_dekker_et_al,chrX_96138906_96140466_RPA4,0.587883706862991,1,-0.62,-0.77,2,2.39,4.87,6.88,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,96138906,96140466,RPA4
S14_dekker_et_al,chrX_100652778_100663001_GLA,0.959607785962224,1,0.08,0,604,746.63,744.24,99.6,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,100652778,100663001,GLA
S14_dekker_et_al,chrX_100663120_100669128_HNRNPH2,0.63021386213951,1,0.5,0.03,5308,6144.48,6022.07,639.77,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,100663120,100669128,HNRNPH2
S4_dekker_et_al,chrX_100805529_100809683_ARMCX1,0.0231357391593759,1,2.21,0.18,2189,2525.87,2225.49,363.12,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chrX,100805529,100809683,ARMCX1
S12_dekker_et_al,chrX_100910266_100914835_ARMCX2,0.400965486266239,1,-0.82,-0.11,4724,4606.94,4965.77,141.23,FALSE,4,1,9420,S12_dekker_et_al,74.38,,chrX,100910266,100914835,ARMCX2
S12_dekker_et_al,chrX_101768609_101771667_TMSB15A,0.76879165581685,1,0.44,0.12,24,42.01,38.22,14.07,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,101768609,101771667,TMSB15A
S12_dekker_et_al,chrX_103366989_103369317_LOC286437,1,1,0.02,-0.01,167,163.79,164.94,90.59,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,103366989,103369317,LOC286437
S6_dekker_et_al,chrX_106305114_106362052_RBM41,0.960598890930018,1,-0.04,-0.01,951,954.11,958.08,360.93,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,106305114,106362052,RBM41
S18_dekker_et_al,chrX_108884563_108976621_ACSL4,0.574568684592309,1,0.57,0.04,6607,6160.68,5975.5,340.2,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,108884563,108976621,ACSL4
S2_dekker_et_al,chrX_111873875_111923166_LHFPL1,0.248185295287514,1,0.98,0.6,57,76.8,49.91,5.85,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,111873875,111923166,LHFPL1
S12_dekker_et_al,chrX_114795500_114885181_PLS3,0.843282296227205,1,0.21,0.03,23354,19754,19381.23,62.08,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,114795500,114885181,PLS3
S18_dekker_et_al,chrX_122993661_123047829_XIAP,0.2518349472201,1,1.13,0.08,4578,3649.8,3452.91,465.3,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,122993661,123047829,XIAP
S6_dekker_et_al,chrX_123094409_123236506_STAG2,0.721077426632307,1,0.37,0.02,6775,5975.22,5883.75,556.85,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,123094409,123236506,STAG2
S6_dekker_et_al,chrX_125297481_125300272_DCAF12L2,0.213369914201247,1,-1.38,-1.64,4,4.82,17.22,2.86,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,125297481,125300272,DCAF12L2
S12_dekker_et_al,chrX_128779235_128788933_APLN,0.980978074260625,1,0.12,-0.05,57,53.82,56.15,6.2,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,128779235,128788933,APLN
S8_dekker_et_al,chrX_129305935_129318844_RAB33A,0.802577045816944,1,0.32,0.08,66,47.12,44.44,11.57,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrX,129305935,129318844,RAB33A
S6_dekker_et_al,chrX_129628914_129631422_DENND10P1,0.128306803464621,1,1.47,0.25,606,533.59,448.81,79.78,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,129628914,129631422,DENND10P1
S12_dekker_et_al,chrX_130407479_130423403_IGSF1,1,1,0.15,-0.31,0,0,1.75,0.46,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,130407479,130423403,IGSF1
S10_dekker_et_al,chrX_131352534_131566839_RAP2C-AS1,0.657872985500089,1,-0.4,-0.09,327,338.59,359.43,84.51,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chrX,131352534,131566839,RAP2C-AS1
S18_dekker_et_al,chrX_133674370_133674461_MIR450A1,1,1,0.44,0.13,1,0.78,0.4,2.54,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,133674370,133674461,MIR450A1
S16_dekker_et_al,chrX_134254548_134257529_SMIM10L2B-AS1,0.816754173715749,1,-1.2,-1.38,0,0,0.86,0.84,FALSE,4,0,9420,S16_dekker_et_al,74.38,,chrX,134254548,134257529,SMIM10L2B-AS1
S10_dekker_et_al,chrX_134382535_134478034_ZNF75D,0.184003411375255,1,-1.26,-0.14,600,567.1,623.61,312.84,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chrX,134382535,134478034,ZNF75D
S2_dekker_et_al,chrX_134386008_134387531_ETDA,1,1,-0.33,-0.52,1,0.57,1.01,1.43,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,134386008,134387531,ETDA
S2_dekker_et_al,chrX_135067585_135129428_SLC9A6,0.491110145701101,1,-0.68,-0.06,1496,1421.84,1486.13,312.65,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,135067585,135129428,SLC9A6
S8_dekker_et_al,chrX_135747708_135863091_ARHGEF6,0.564907237423345,1,-0.56,-0.11,1344,1135.42,1229.35,66.35,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrX,135747708,135863091,ARHGEF6
S4_dekker_et_al,chrX_135951350_135962939_RBMX,0.637605301999446,1,0.48,0.03,7222,7791.59,7638.85,595.28,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chrX,135951350,135962939,RBMX
S10_dekker_et_al,chrX_140267419_140271314_LDOC1,0.356759083103919,1,0.88,0.27,1499,1612.28,1335.69,19.3,FALSE,4,0,9420,S10_dekker_et_al,74.38,,chrX,140267419,140271314,LDOC1
S14_dekker_et_al,chrX_147582136_148082193_AFF2,0.0967100752605525,1,-1.74,-0.72,329,489.17,808.29,14.79,FALSE,4,0,9420,S14_dekker_et_al,74.38,,chrX,147582136,148082193,AFF2
S12_dekker_et_al,chrX_148674171_148676970_HSFX2,0.454950917078752,1,0.77,0.24,75,71.1,59.96,20.75,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,148674171,148676970,HSFX2
S12_dekker_et_al,chrX_152710177_152711945_TREX2,0.940289882202403,1,0.18,0.02,55,52.32,51.43,45.77,FALSE,4,0,9420,S12_dekker_et_al,74.38,,chrX,152710177,152711945,TREX2
S6_dekker_et_al,chrX_152990310_153010209_ABCD1,0.513611003211408,1,-0.63,-0.07,1531,1496.55,1576.29,197.06,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrX,152990310,153010209,ABCD1
S10_dekker_et_al,chrX_153067620_153096342_PDZD4,0.379735824233592,1,-0.96,-0.68,24,38.7,63.15,6.52,FALSE,4,1,9420,S10_dekker_et_al,74.38,,chrX,153067620,153096342,PDZD4
S2_dekker_et_al,chrX_153799478_153800191_FAM223A,1,1,0.08,-0.27,4,3.19,4.04,1.91,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,153799478,153800191,FAM223A
S4_dekker_et_al,chrX_153860735_153861448_FAM223B,0.766410227570813,1,0.48,0.16,6,3.87,3.35,2.01,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chrX,153860735,153861448,FAM223B
S18_dekker_et_al,chrX_153996870_153996931_MIR664B,0.663824936146764,1,-0.88,-0.74,1,1.22,2.9,44.45,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,153996870,153996931,MIR664B
S2_dekker_et_al,chrX_154006958_154033802_MPP1,0.312238695460088,1,-1.03,-0.14,794,738.76,817.43,129.95,FALSE,4,0,9420,S2_dekker_et_al,74.38,,chrX,154006958,154033802,MPP1
S18_dekker_et_al,chrX_154612748_154612847_MIR1184-2,0.0881594007172309,1,-1.76,-0.53,273,231.15,333.38,28.62,FALSE,4,0,9420,S18_dekker_et_al,74.38,,chrX,154612748,154612847,MIR1184-2
S2_dekker_et_al,chrY_2803421_2850547_ZFY,0.957560502433943,1,0.11,-0.1,1251,38.34,25.45,7.12,FALSE,4,1,9420,S2_dekker_et_al,74.38,,chrY,2803421,2850547,ZFY
S6_dekker_et_al,chrY_7142012_7249588_PRKY,0.240006131401174,1,1.01,0.77,2587,175.68,116.9,2.79,FALSE,4,0,9420,S6_dekker_et_al,74.38,,chrY,7142012,7249588,PRKY
S8_dekker_et_al,chrY_16905521_16915913_NLGN4Y-AS1,0.137551099552316,1,1.71,0.5,27,5.85,2.29,55.79,FALSE,4,0,9420,S8_dekker_et_al,74.38,,chrY,16905521,16915913,NLGN4Y-AS1
S4_dekker_et_al,chrY_21034386_21239433_TTTY14,0.698798208051181,1,0.51,0.13,278,436.13,397.15,1.46,FALSE,4,0,9420,S4_dekker_et_al,74.38,,chrY,21034386,21239433,TTTY14
S14_dekker_et_al,chr1_134772_140566_LOC729737,0.824878516697325,1,-0.17,-0.16,171,146.72,163.71,10.29,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,134772,140566,LOC729737
S4_dekker_et_al,chr1_895963_901099_KLHL17,0.275925870092461,1,-1.1,-0.19,856,1122.65,1283.02,81.63,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,895963,901099,KLHL17
S4_dekker_et_al,chr1_934343_935477_HES4,0.379876852600041,1,-0.87,-0.51,163,180.81,258.8,9.12,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,934343,935477,HES4
S12_dekker_et_al,chr1_948876_949920_ISG15,0.143130872553312,1,1.44,0.41,962,827.7,624.43,23,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,948876,949920,ISG15
S18_dekker_et_al,chr1_2113232_2115314_PRKCZ-AS1,0.300744946896199,1,0.92,0.35,109,54.66,42.76,17.19,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,2113232,2115314,PRKCZ-AS1
S18_dekker_et_al,chr1_3371228_3397677_ARHGEF16,0.345445539022602,1,0.89,0.56,75,187.1,126.42,3.67,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,3371228,3397677,ARHGEF16
S2_dekker_et_al,chr1_6052735_6161240_KCNAB2,0.350078864817426,1,0.92,0.2,886,710.98,619.94,41.81,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,6052735,6161240,KCNAB2
S16_dekker_et_al,chr1_6307412_6321158_GPR153,0.774075494803603,1,0.32,0.06,608,799.12,765.08,29.84,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,6307412,6321158,GPR153
S18_dekker_et_al,chr1_6324331_6453826_ACOT7,0.0466740028315166,1,1.94,0.25,3346,3520.83,2955.83,123.44,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,6324331,6453826,ACOT7
S12_dekker_et_al,chr1_8921058_8938745_ENO1,0.333963827507801,1,-0.96,-0.13,97804,87102.67,95387.6,124.11,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,8921058,8938745,ENO1
S12_dekker_et_al,chr1_9211726_9211836_MIR34A,1,1,0.12,-0.02,4,6.52,6.67,1000,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,9211726,9211836,MIR34A
S10_dekker_et_al,chr1_9648968_9674935_TMEM201,0.419615962668259,1,-0.78,-0.07,1079,920.76,968.76,363,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,9648968,9674935,TMEM201
S16_dekker_et_al,chr1_10002980_10045556_NMNAT1,0.168575438149069,1,1.38,0.11,970,1138.52,1051.6,426.34,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,10002980,10045556,NMNAT1
S12_dekker_et_al,chr1_10093015_10241297_UBE4B,0.944601028771287,1,-0.06,-0.01,4944,4876.37,4898.62,366.11,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,10093015,10241297,UBE4B
S8_dekker_et_al,chr1_10459120_10480568_PGD,0.386376606051448,1,-0.85,-0.36,5292,4669.64,6004.59,15.66,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,10459120,10480568,PGD
S4_dekker_et_al,chr1_10490489_10502865_CENPS,0.745692823331369,1,0.35,0.04,561,674.86,655.09,117.75,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,10490489,10502865,CENPS
S10_dekker_et_al,chr1_10516578_10532586_DFFA,0.0273109276484688,1,2.17,0.17,3818,3762.47,3343.45,366.28,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,10516578,10532586,DFFA
S6_dekker_et_al,chr1_11333254_11359629_UBIAD1,0.903461279365191,1,-0.1,-0.01,1013,815.5,823.41,280.28,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,11333254,11359629,UBIAD1
S8_dekker_et_al,chr1_11724256_11734411_FBXO6,0.185034307657878,1,1.3,0.25,323,347.43,291.77,63.08,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,11724256,11734411,FBXO6
S4_dekker_et_al,chr1_14026682_14151574_PRDM2,0.347023155523885,1,0.94,0.09,3535,3605.82,3381.72,213.79,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,14026682,14151574,PRDM2
S16_dekker_et_al,chr1_15817895_15851285_CASP9,0.107770629611747,1,-1.64,-0.27,321,369.42,446.34,105.24,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,15817895,15851285,CASP9
S2_dekker_et_al,chr1_15898193_15911546_AGMAT,0.604199949038894,1,-0.51,-0.2,88,93,106.82,25.6,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,15898193,15911546,AGMAT
S6_dekker_et_al,chr1_16010814_16061264_PLEKHM2,0.146930721330957,1,-1.46,-0.1,6035,7196.33,7686.66,547.13,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,16010814,16061264,PLEKHM2
S12_dekker_et_al,chr1_17215032_17216161_LOC105376805,0.804466606319617,1,-0.25,-0.17,31,47.84,54.11,14.99,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,17215032,17216161,LOC105376805
S14_dekker_et_al,chr1_20915589_20945396_CDA,0.852217552813096,1,-0.15,-0.29,22,90.27,111.41,4.32,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,20915589,20945396,CDA
S12_dekker_et_al,chr1_20969149_20978686_PINK1-AS,0.358890608817301,1,-0.92,-0.08,4328,6453.26,6803.34,339.97,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,20969149,20978686,PINK1-AS
S10_dekker_et_al,chr1_22351683_22357717_LINC00339,0.725318889283211,1,-0.34,-0.1,341,406.79,435.77,41.35,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,22351683,22357717,LINC00339
S18_dekker_et_al,chr1_22778343_22857650_ZBTB40,0.978261643780754,1,0.05,0,2086,1756.24,1754.67,320.64,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,22778343,22857650,ZBTB40
S6_dekker_et_al,chr1_23189651_23189719_MIR4253,1,1,0.09,-0.08,73,20.48,21.65,6.01,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,23189651,23189719,MIR4253
